SHP_WAREHOUSE_ADDRESS,QTD_REPRESADO,FBM_ISSUE_ID,PROCCESS,MELI,TITULO,#ERROR!
RS-0-119-029-01-01,1,50000002906204,put_wall,OXPL90245,Papel Toalha Interfolhado Branco 100% Cel. 1000 Folhas 20x20,
RS-0-118-098-01-01,1,1380820635,it_support,SEUT56338,Papel Higiênico Mili Prime Confort Folha Tripla 32 Rolos,
RS-0-118-024-01-01,1,50000002989082,packing,KVGL06778,600 Panos Multiuso Perfex 28x40cm Inoven Rolo 240m Limpeza Cor Branco,
RS-0-118-024-01-01,1,50000002860004,packing,KVGL06778,600 Panos Multiuso Perfex 28x40cm Inoven Rolo 240m Limpeza Cor Branco,
RS-0-118-024-01-01,1,50000002994442,packing,KVGL06778,600 Panos Multiuso Perfex 28x40cm Inoven Rolo 240m Limpeza Cor Branco,
RS-0-118-024-01-01,1,50000002994422,packing,KVGL06778,600 Panos Multiuso Perfex 28x40cm Inoven Rolo 240m Limpeza Cor Branco,
RS-0-118-017-01-01,8,1394576240,stock_audit,EPFI72472,Fralda Descartável Turma Da Mônica Baby Xg Pacote 12 Unidades,
RS-0-117-030-01-01,2,50000003360866,stock_audit,AFSP98772,24 Potes Descartáveis 500ml Tampa Freezer Microondas Marmita,
RS-0-114-019-01-01,11,50000003360866,stock_audit,AFSP98772,24 Potes Descartáveis 500ml Tampa Freezer Microondas Marmita,
RS-0-113-014-01-01,1,50000003360866,stock_audit,AFSP98772,24 Potes Descartáveis 500ml Tampa Freezer Microondas Marmita,
RS-0-112-077-01-01,1,50000002664615,stock_audit,PFIP45099,Bobina Picotada 60x90 Plask Reforçada Resistente,
RS-0-112-077-01-01,1,50000002667793,stock_audit,PFIP45099,Bobina Picotada 60x90 Plask Reforçada Resistente,
RS-0-112-020-01-01,1,50000002556829,it_support,MKBD73388,Omo Lavagem Perfeita Sanitizante Lavagem Perfeita Pó - Caixa - 2.2 L - 2.2 Kg - Unidade - 1 - 1,
RS-0-112-015-01-01,2,50000003175678,stock_audit,VAKU62103,Rolo Papel Toalha Multiuso Cozinha Megarolos Máxima Absorção,
MZ-1-142-005-05-05,1,50000003189107,packing,MVBG05767,Farinha Panko Karui Oriental 1 Kg,
MZ-1-134-035-04-03,1,50000003212891,stock_audit,YNWE08398,Mondelez Milka Oreo Chocolate Sandwich Oreo - Chocolate - Oreo - 100 G - 92 G - Unidade - 1 - 1 - Plástica,
MZ-1-133-012-05-02,3,50000001148028,stock_audit,LESW10128,Tripa De Carneiro Para Linguiça Fina 22/24 - 10 Fios 1 A 2m,
MZ-1-133-012-05-02,3,1400047878,stock_audit,LESW10128,Tripa De Carneiro Para Linguiça Fina 22/24 - 10 Fios 1 A 2m,
MZ-1-128-034-04-03,1,50000003242017,stock_audit,GUSW83631,Rolo De Saquinhos Plástico P/ Alimentos 30x40 Transp C/500un,
MZ-1-127-023-01-01,1,1381229894,stock_audit,QXEO44566,Chá Mate Com Maçã E Hortela 1 Litro,
MZ-1-126-046-02-03,1,1394805542,stock_audit,FCNG58180,Nutella B-ready Wafer Recheado 1 Unidade 22g,
MZ-1-126-028-03-03,1,50000003152199,packing,VWAA83599,"Recheio E Cobertura Ninho 2,61kg Nestlé",
MZ-1-126-011-02-01,1,50000003204446,put_wall,QBKE28946,Aromatizante Coala Difusor De Ambientes Líquido Chá Branco,
MZ-1-126-011-02-01,1,50000003357378,stock_audit,QBKE28946,Aromatizante Coala Difusor De Ambientes Líquido Chá Branco,
MZ-1-124-010-01-04,1,50000002840776,stock_audit,EOAA61175,Detergente De Uso Geral Yellow Pine 5l Spartan,
MZ-1-124-010-01-04,1,50000002841243,stock_audit,EOAA61175,Detergente De Uso Geral Yellow Pine 5l Spartan,
MZ-1-123-024-02-02,1,50000002611445,put_wall,ZKGG53192,Vinho Cordero Con Piel De Lobo Malbec 750 Ml,
MZ-1-122-043-02-01,1,50000003311331,cycle_count,UWUY48553,Água Tônica Fys Lata 350ml Com 12 Unidades,
MZ-1-114-037-05-04,1,50000003191029,stock_audit,BIIN91897,"Cápsula De Café Máximo Intensidade 13, Compatíveis Com Nespresso, 3 Corações 10 Uni",
MZ-1-113-032-03-04,11,50000000644898,stock_audit,FAZG87991,Cerveja Roleta Russa Easy Ipa Sem Álcool - Lata 350 Ml,
MZ-1-113-024-04-01,5,50000001928490,it_support,MFUO05492,Mousse Em Pó Sabor Chocolate Zero Lowçucar 25g,
MZ-1-112-002-01-03,1,50000002558094,it_support,DSJC02661,Limpador Removedor Sanol Lavanda 500ml,
MZ-1-112-002-01-03,1,50000002750245,it_support,DSJC02661,Limpador Removedor Sanol Lavanda 500ml,
MZ-1-112-002-01-03,1,50000003043823,packing,DSJC02661,Limpador Removedor Sanol Lavanda 500ml,
MZ-1-108-025-01-03,1,50000003262016,stock_audit,NAMX62220,Cereais Cereal Matinal Sucrilhos Kellogg's Original Em Pacote 700 G,
MZ-1-108-025-01-03,1,50000003263161,stock_audit,NAMX62220,Cereais Cereal Matinal Sucrilhos Kellogg's Original Em Pacote 700 G,
MZ-1-108-025-01-03,1,50000003261274,stock_audit,NAMX62220,Cereais Cereal Matinal Sucrilhos Kellogg's Original Em Pacote 700 G,
MZ-1-107-013-04-03,1,50000003110123,stock_audit,BJCG60239,Toalhinhas Lenços Umedecidos Marigold Premium 120 Lencinhos,
MZ-1-105-021-04-04,2,50000002866657,stock_audit,UXVP88144,"Chocolate, 5 Pacotes De 39g Kinder Bueno White 5 Pacotes 39g Kinder Bueno Kinder Avelã Chocolate 39 G",
MZ-1-105-017-02-04,1,50000003019250,stock_audit,JFGN84946,Amendoim Cru Sem Casca Branco Graúdo Runner Premium 500g,
MZ-1-105-017-02-04,1,50000003137202,stock_audit,JFGN84946,Amendoim Cru Sem Casca Branco Graúdo Runner Premium 500g,
MZ-1-105-017-02-04,1,50000003288022,stock_audit,JFGN84946,Amendoim Cru Sem Casca Branco Graúdo Runner Premium 500g,
MZ-1-099-030-02-03,1,1380820435,it_support,JUIE07014,Blindagem - Catharine Hill - Angel Magic - Pri Lessa,
MZ-1-097-025-01-04,1,50000003358670,stock_audit,TODT40721,Fralda Geriátrica Tena Slip Noturna Eg 16 Unidades,
MZ-1-095-035-04-03,1,50000003079388,stock_audit,BHQG69647,Óleo De Coco Sos Cachos Salon Line 42ml Tratamento Reparador,
MZ-1-094-038-04-04,1,50000003254094,stock_audit,CTUM30642,Fraldas Adulto Confort Master Pants G/eg 16 Un Máxima Absorção,
MZ-1-094-024-01-05,1,50000003348952,stock_audit,VENR55183,"Solução Riohex 0,2 Aquosa 1 Litro Rioquímica",
MZ-1-094-012-04-01,7,50000003057420,put_wall,QBKE45551,Lâmina Wilkinson Barbear Aço Cartela 60 Unidades,
MZ-1-092-045-05-04,1,50000002557598,it_support,XACN89449,Biscoito Maria Panco 400 Grs,
MZ-1-092-043-03-01,1,1394805542,stock_audit,FCNG58180,Nutella B-ready Wafer Recheado 1 Unidade 22g,
MZ-1-092-029-02-03,1,50000003221612,stock_audit,HRRQ40745,Granola Tradicional Tia Sônia 800g  Saúde E Sabor No Seu Dia A Dia,
MZ-1-092-029-02-03,1,50000003236322,stock_audit,HRRQ40745,Granola Tradicional Tia Sônia 800g  Saúde E Sabor No Seu Dia A Dia,
MZ-1-092-005-03-05,1,50000003330388,stock_audit,ZXCF77701,Gin London Dry 50ml Tanqueray Clássico,
MZ-1-091-037-03-04,1,50000002967770,put_wall,UFBQ80804,Cerveja Eisenbahn Hilda Mestre Cervejeiro Session Ipaloira 355ml,
MZ-1-091-037-03-04,1,50000003021871,stock_audit,UFBQ80804,Cerveja Eisenbahn Hilda Mestre Cervejeiro Session Ipaloira 355ml,
MZ-1-091-033-01-05,1,50000003004757,stock_audit,DIEO73904,Biscoito Amarettino Matilde Vicenzi 100g,
MZ-1-091-012-06-02,1,1394805542,stock_audit,FCNG58180,Nutella B-ready Wafer Recheado 1 Unidade 22g,
MZ-1-091-011-03-06,3,50000002978906,packing,VTJA77793,Óleo De Coco Extravirgem Copra Pote De Vidro 500 Ml,
MZ-1-091-009-02-03,1,50000003151816,packing,GODI72088,"Geleia Fina Gourmet Queensberry Sabor Pimenta Vermelha 1,2kg",
MZ-1-091-002-01-02,1,50000003101376,put_wall,YHYW77928,Café Orfeu Clássico 10 Cápsulas Nespresso® 100% Arábica 50g,
MZ-1-089-031-03-02,1,1380537626,stock_audit,VMBL85276,Vinho Argentino Sophenia Altosur Torrontés - 750ml,
MZ-1-089-012-02-03,1,50000002937487,stock_audit,YYMA48856,Aveia Flocos Grossos 1kg Natural Fibra Premium Madoxx Low,
MZ-1-088-040-03-02,1,50000003212891,stock_audit,YNWE08398,Mondelez Milka Oreo Chocolate Sandwich Oreo - Chocolate - Oreo - 100 G - 92 G - Unidade - 1 - 1 - Plástica,
MZ-1-087-025-03-05,1,50000002935746,stock_audit,MLGN68073,Vinho Tinto Suave Pérgola Seleção 1 Litro,
MZ-1-087-025-03-05,1,50000002935969,stock_audit,MLGN68073,Vinho Tinto Suave Pérgola Seleção 1 Litro,
MZ-1-081-048-02-06,1,50000002558599,it_support,KPVG62119,Paçoquita Diet Santa Helena Caixa C/24 Unidades - Atacado,
MZ-1-077-044-02-01,1,50000003335199,stock_audit,BHSV94006,Coala Spray Home Odorizante De Ambientes Orquídea Negra 260,
MZ-1-077-019-03-01,1,50000003242017,stock_audit,GUSW83631,Rolo De Saquinhos Plástico P/ Alimentos 30x40 Transp C/500un,
MZ-1-077-002-01-05,1,50000003131983,stock_audit,GKVM18891,Facilitador De Passar Para Roupas Finisherfresh Bouquet Spartan 1l,
MZ-1-076-019-01-05,1,50000002936781,stock_audit,SFQV73480,150 Toalhas Wiper Laváveis Reutilizáveis Limpeza Multiuso Tw1630,
MZ-1-076-019-01-05,1,50000003003475,stock_audit,TTNG16225,150 Toalhas Wiper Laváveis Reutilizáveis Limpeza Multiuso Tw1630,
MZ-1-076-014-04-05,1,50000003360866,stock_audit,AFSP98772,24 Potes Descartáveis 500ml Tampa Freezer Microondas Marmita,
MZ-1-073-038-03-01,1,50000003360866,stock_audit,AFSP98772,24 Potes Descartáveis 500ml Tampa Freezer Microondas Marmita,
MZ-1-073-014-03-01,1,50000003194140,stock_audit,NITO14942,Pacote Balinha Do Coração Morango 500 G Florestal,
MZ-1-071-033-01-05,2,1394805542,stock_audit,FCNG58180,Nutella B-ready Wafer Recheado 1 Unidade 22g,
MZ-1-065-035-02-01,1,50000003194140,stock_audit,NITO14942,Pacote Balinha Do Coração Morango 500 G Florestal,
MZ-1-065-025-01-03,1,50000003019250,stock_audit,JFGN84946,Amendoim Cru Sem Casca Branco Graúdo Runner Premium 500g,
MZ-1-056-033-02-02,1,50000003348952,stock_audit,VENR55183,"Solução Riohex 0,2 Aquosa 1 Litro Rioquímica",
MZ-1-056-027-03-06,1,50000003348952,stock_audit,VENR55183,"Solução Riohex 0,2 Aquosa 1 Litro Rioquímica",
MZ-1-056-027-03-06,1,50000003348952,stock_audit,VENR55183,"Solução Riohex 0,2 Aquosa 1 Litro Rioquímica",
MZ-1-049-019-02-06,1,50000003131983,stock_audit,GKVM18891,Facilitador De Passar Para Roupas Finisherfresh Bouquet Spartan 1l,
MZ-1-037-030-03-04,1,50000003151816,packing,GODI72088,"Geleia Fina Gourmet Queensberry Sabor Pimenta Vermelha 1,2kg",
MZ-1-011-030-03-02,1,50000003131983,stock_audit,GKVM18891,Facilitador De Passar Para Roupas Finisherfresh Bouquet Spartan 1l,
RS-0-118-090-01-01,1,50000003994984,packing,APKY37616,Papel Higiênico Santher Phr25 F. Dupla Rolão 8x250m Personal,
RS-0-118-022-01-01,6,50000004072759,stock_audit,WCBM11753,"Cesta De Natal Com Panetone E Chocotone Bauducco 1,04kg",
MZ-3-102-027-03-02,1,50000003101979,packing,YMIL30846,Sal Integral Mossoró Fino Smart 1kg Sem Glúten,
MZ-3-102-027-03-02,1,50000003304267,put_wall,YMIL30846,Sal Integral Mossoró Fino Smart 1kg Sem Glúten,
MZ-1-039-027-03-04,5,50000003709831,it_support,AFHP26115,Vinho Espanhol Tinto Garnacha Syrah Esteban Martín 750ml,
MZ-3-120-012-03-01,1,50000002848284,Packing,MROQ33746,24 Pilhas Baterias Aaa Elgin 3a Palito Alcalina 1 Tubo,
MZ-3-102-027-03-02,1,50000003249131,stock_audit,YMIL30846,Sal Integral Mossoró Fino Smart 1kg Sem Glúten,
MZ-3-098-023-03-01,1,1380820738,it_support,YPEV11473,Cachaça Tradicional 51 Garrafa 965ml,
MZ-3-088-005-03-03,1,50000002920957,stock_audit,CJSB04562,Cerveja Cerpa Export Longneck 350ml 6 Unidades,
MZ-3-062-001-03-01,1,50000003117442,put_wall,HRZH67791,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-3-062-001-03-01,1,50000003041787,packing,HRZH67791,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-3-080-029-03-05,1,1394053705,stock_audit,ODUV51283,Vinho Brasileiro Branco Seco Chalise Serra Gaúcha Garrafa 750ml,
MZ-3-074-047-01-02,1,50000002611445,put_wall,ZKGG53192,Vinho Cordero Con Piel De Lobo Malbec 750 Ml,
MZ-1-065-025-01-03,1,50000003137202,stock_audit,JFGN84946,Amendoim Cru Sem Casca Branco Graúdo Runner Premium 500g,
MZ-3-062-001-03-01,1,50000003193104,packing,OAPX12918,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-3-049-020-03-04,1,50000003175678,stock_audit,VAKU62103,Rolo Papel Toalha Multiuso Cozinha Megarolos Máxima Absorção,
MZ-1-065-023-03-01,1,50000003232074,stock_audit,OOZI52335,Extrato De Própolis Verde Apis Flora 30ml,
MZ-3-041-035-01-06,1,50000003231907,stock_audit,WEYY42992,Celeste Pano De Chão De Microfibra Pano - Sortidas - 3 - Unidade - 1 - 48 Cm - 58 Cm,
MZ-1-065-025-01-03,1,50000003288022,stock_audit,JFGN84946,Amendoim Cru Sem Casca Branco Graúdo Runner Premium 500g,
MZ-1-065-025-01-01,1,50000003004757,stock_audit,DIEO73904,Biscoito Amarettino Matilde Vicenzi 100g,
MZ-1-064-046-03-05,1,50000003249131,stock_audit,YMIL30846,Sal Integral Mossoró Fino Smart 1kg Sem Glúten,
MZ-1-064-046-03-05,1,50000003101979,packing,YMIL30846,Sal Integral Mossoró Fino Smart 1kg Sem Glúten,
MZ-1-065-023-01-02,1,50000003232074,stock_audit,OOZI52335,Extrato De Própolis Verde Apis Flora 30ml,
MZ-1-064-037-01-04,1,50000002615443,stock_audit,DGHU30657,Pack Cerveja Brasil Eisenbahn Weiss Garrafa 355ml 6 Unidades,
MZ-1-064-037-01-04,1,50000002927082,packing,DGHU30657,Pack Cerveja Brasil Eisenbahn Weiss Garrafa 355ml 6 Unidades,
MZ-1-064-037-01-04,1,50000003163306,stock_audit,DGHU30657,Pack Cerveja Brasil Eisenbahn Weiss Garrafa 355ml 6 Unidades,
MZ-1-065-013-03-03,1,50000003191029,stock_audit,BIIN91897,"Cápsula De Café Máximo Intensidade 13, Compatíveis Com Nespresso, 3 Corações 10 Uni",
MZ-1-065-009-03-01,1,50000003216729,put_wall,VJJA48012,Salgadinho Batata Frita Pringles® Creme & Cebola 141g,
MZ-1-063-028-02-02,1,50000002749084,it_support,BCZW38546,Repelente De Insetos Com Icaridina Proteção Para Adultos E Infantil Até 12 Horas Fullrepel Eco Spray 100ml,
MZ-1-064-046-03-05,1,50000003304267,put_wall,YMIL30846,Sal Integral Mossoró Fino Smart 1kg Sem Glúten,
MZ-1-064-012-04-03,1,50000003317649,put_wall,VEGG38477,Leite Pó Instantâneo Desnatado Itambé Pacote 400g,
MZ-1-063-038-03-02,1,50000003183456,cycle_count,BRJN28573,Salgadinho Batata Frita Pringles® Pizza Portuguesa 105g,
MZ-1-058-044-04-02,1,50000003057420,put_wall,QBKE45551,Lâmina Wilkinson Barbear Aço Cartela 60 Unidades,
MZ-1-057-035-01-02,1,50000002917473,stock_audit,VLXD89960,Fralda Geriátrica Vida Nova Pants Confort C/ 32 Unid,
MZ-1-061-033-02-06,1,50000003152646,packing,XNUN43070,Magic Color Matizador Magic Power Efeito Pérola - 300ml,
MZ-1-056-024-05-03,1,1392794001,stock_audit,JLTY13914,Shampoo Antiqueda Ox Men Com Mentol 400ml,
MZ-1-061-012-03-05,1,50000002866630,stock_audit,DBOC51560,Depilflax Cera Depilatória Prontas Morango Folhas Prontas Para Depilação Corporal Morango Com 20 Unidades,
MZ-1-059-036-04-02,1,50000002917473,stock_audit,VLXD89960,Fralda Geriátrica Vida Nova Pants Confort C/ 32 Unid,
MZ-1-053-039-03-01,1,50000003342560,put_wall,APDG19877,Limpador Multiuso Perfumes Lavanda 2 Litros Veja,
MZ-1-057-029-01-03,1,50000003360866,stock_audit,AFSP98772,24 Potes Descartáveis 500ml Tampa Freezer Microondas Marmita,
MZ-1-056-024-03-03,1,50000003151377,packing,GTXC93044,Absorventes Adultcare Premium Incontinência 20 Unid.,
MZ-1-056-011-02-04,1,1393847284,stock_audit,VWMI65795,Shampoo Monange Química Sem Drama 325ml,
MZ-1-053-021-04-04,1,1394197282,stock_audit,IFMU57492,Limpador Perfumado Perfumes Lavanda & Conforto 1 Litro Uau,
MZ-1-053-021-04-04,1,1394197282,stock_audit,IFMU57492,Limpador Perfumado Perfumes Lavanda & Conforto 1 Litro Uau,
MZ-1-048-042-01-04,1,50000001961296,stock_audit,WRPV55424,"Red Bull Energético, Energy Drink, 473ml",
MZ-1-048-042-01-04,1,50000002257133,stock_audit,WRPV55424,"Red Bull Energético, Energy Drink, 473ml",
MZ-1-048-042-01-04,1,50000002971827,stock_audit,WRPV55424,"Red Bull Energético, Energy Drink, 473ml",
MZ-1-052-021-03-04,1,50000002557019,it_support,SBAW48123,Coala Essência Aromatizante Líquido - Bambu - Unidade - 1 - 1 - 10 G - 10 Ml,
MZ-1-051-013-05-03,1,50000001685730,stock_audit,PREJ75628,Amaciante Concentrado Puro Cuidado Intense 1l Comfort,
MZ-1-048-024-02-02,1,50000000323920,stock_audit,THDJ08269,Empório Metas Natural Ervas - Chá Natural - 1 - Unidade - 1 - 1 Kg,
MZ-1-048-024-02-02,1,50000000829404,stock_audit,THDJ08269,Empório Metas Natural Ervas - Chá Natural - 1 - Unidade - 1 - 1 Kg,
MZ-1-049-029-05-03,1,50000003358326,stock_audit,WKXF18120,Cereais Neston 3 Cereais Cereais Em Pacote 210 G Nestlé,
MZ-1-048-042-01-04,1,50000002863197,stock_audit,WRPV55424,"Red Bull Energético, Energy Drink, 473ml",
MZ-1-048-014-01-06,1,50000000409372,Packing,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000000482318,put_wall,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000000902700,stock_audit,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000000805850,it_support,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000001017535,put_wall,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000001015675,it_support,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000000999582,transfer_multi_warehouse,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-027-01-06,1,50000003112306,stock_audit,JTRD82877,Espumante Freixenet Zero Álcool 750ml,
MZ-1-048-014-01-05,1,50000001684639,stock_audit,SLSX66331,Konjac Macarrão Italiano Linguine Sem Glúten 270g Low Carb,
MZ-1-048-014-01-05,1,50000001766189,stock_audit,SLSX66331,Konjac Macarrão Italiano Linguine Sem Glúten 270g Low Carb,
MZ-1-048-014-01-05,1,50000002750596,it_support,SLSX66331,Konjac Macarrão Italiano Linguine Sem Glúten 270g Low Carb,
MZ-1-048-024-02-02,1,50000002116191,stock_audit,THDJ08269,Empório Metas Natural Ervas - Chá Natural - 1 - Unidade - 1 - 1 Kg,
MZ-1-048-015-05-05,10,50000002937487,stock_audit,YYMA48856,Aveia Flocos Grossos 1kg Natural Fibra Premium Madoxx Low,
MZ-1-048-014-01-06,1,50000002471487,stock_audit,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-05,1,50000003101310,Packing,SLSX66331,Konjac Macarrão Italiano Linguine Sem Glúten 270g Low Carb,
MZ-1-048-014-01-04,10,50000002937487,stock_audit,YYMA48856,Aveia Flocos Grossos 1kg Natural Fibra Premium Madoxx Low,
MZ-1-048-014-01-03,1,1394053705,stock_audit,ODUV51283,Vinho Brasileiro Branco Seco Chalise Serra Gaúcha Garrafa 750ml,
MZ-1-047-012-01-04,1,50000003178747,cycle_count,MSXX35826,Vinho Português Branco Doce Sweet Casal Garcia 750ml,
MZ-1-048-014-01-02,1,50000002866657,stock_audit,UXVP88144,"Chocolate, 5 Pacotes De 39g Kinder Bueno White 5 Pacotes 39g Kinder Bueno Kinder Avelã Chocolate 39 G",
MZ-1-047-007-03-05,1,50000001912688,stock_audit,JMEQ63431,Bebida Láctea Uht Chocolate Toddynho Caixa 200ml,
MZ-1-047-007-03-05,1,50000003049263,stock_audit,JMEQ63431,Bebida Láctea Uht Chocolate Toddynho Caixa 200ml,
MZ-1-048-011-03-05,20,50000002937487,stock_audit,YYMA48856,Aveia Flocos Grossos 1kg Natural Fibra Premium Madoxx Low,
MZ-1-047-043-03-01,1,1380820738,it_support,YPEV11473,Cachaça Tradicional 51 Garrafa 965ml,
MZ-1-046-020-03-01,1,1394805542,stock_audit,FCNG58180,Nutella B-ready Wafer Recheado 1 Unidade 22g,
MZ-1-047-007-03-05,1,50000002155434,stock_audit,JMEQ63431,Bebida Láctea Uht Chocolate Toddynho Caixa 200ml,
MZ-1-046-048-02-02,1,50000002888089,stock_audit,KLER83259,Yerba Mate Tereré Premium Trot's 500gr Menta Stronger,
MZ-1-045-044-02-06,1,50000002155434,stock_audit,JMEQ63431,Bebida Láctea Uht Chocolate Toddynho Caixa 200ml,
MZ-1-045-044-02-06,1,50000001912688,stock_audit,JMEQ63431,Bebida Láctea Uht Chocolate Toddynho Caixa 200ml,
MZ-1-046-021-02-01,1,50000003183882,stock_audit,PJZU77336,"Vabene Creme Leitinho Recheio Artesanal Confeitaria 1,01kg",
MZ-1-046-020-02-05,1,50000003183882,stock_audit,PJZU77336,"Vabene Creme Leitinho Recheio Artesanal Confeitaria 1,01kg",
MZ-1-046-012-03-03,1,50000002558599,it_support,KPVG62119,Paçoquita Diet Santa Helena Caixa C/24 Unidades - Atacado,
MZ-1-045-044-02-06,1,50000003049263,stock_audit,JMEQ63431,Bebida Láctea Uht Chocolate Toddynho Caixa 200ml,
MZ-1-044-019-03-04,1,50000002557779,it_support,UQOO51157,Vinho Chileno Tinto Seco Origem Cabernet Sauvignon Casa Valduga 750ml,
MZ-1-045-037-03-06,1,50000002866657,stock_audit,UXVP88144,"Chocolate, 5 Pacotes De 39g Kinder Bueno White 5 Pacotes 39g Kinder Bueno Kinder Avelã Chocolate 39 G",
MZ-1-045-031-02-06,2,50000002611445,put_wall,ZKGG53192,Vinho Cordero Con Piel De Lobo Malbec 750 Ml,
MZ-1-042-035-02-05,1,50000003160087,put_wall,LYEO92681,Chocolate Em Pó 50% Cacau Harald Melken 1kg,
MZ-1-042-022-03-01,1,50000003004762,stock_audit,ZBJT84594,Tapioca Da Terrinha Na Medida 490g 7 Sachês De 70g,
MZ-1-044-033-02-06,1,50000002751146,it_support,SOIJ03447,Leite Pó Instantâneo Desnatado La Serenissima Pacote 300g,
MZ-1-042-012-04-04,1,50000002839770,stock_audit,SSFN22211,Paçoca Santa Helena Paçoquita Quadrada 50undx20g,
MZ-1-044-019-03-04,1,50000003248716,stock_audit,UQOO51157,Vinho Chileno Tinto Seco Origem Cabernet Sauvignon Casa Valduga 750ml,
MZ-1-043-016-01-02,1,50000002822075,stock_audit,VEGG69623,Drip Coffee Café 3 Corações Tradicional Caixa 10 Sachês 10g,
MZ-1-042-022-03-01,1,50000002999162,stock_audit,ZBJT84594,Tapioca Da Terrinha Na Medida 490g 7 Sachês De 70g,
MZ-1-042-012-03-03,1,50000002558599,it_support,KPVG62119,Paçoquita Diet Santa Helena Caixa C/24 Unidades - Atacado,
MZ-1-040-037-02-03,2,50000003191029,stock_audit,BIIN91897,"Cápsula De Café Máximo Intensidade 13, Compatíveis Com Nespresso, 3 Corações 10 Uni",
MZ-1-029-034-02-02,1,50000003193104,packing,OAPX12918,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-1-029-034-02-02,1,50000003117442,put_wall,HRZH67791,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-1-029-034-02-02,1,50000003117442,put_wall,HRZH67791,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-1-029-034-02-02,1,50000003041787,packing,HRZH67791,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-1-029-034-02-02,1,50000003041787,packing,HRZH67791,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-1-039-027-02-01,1,50000003358326,stock_audit,WKXF18120,Cereais Neston 3 Cereais Cereais Em Pacote 210 G Nestlé,
MZ-1-017-012-03-02,1,50000002558094,it_support,DSJC02661,Limpador Removedor Sanol Lavanda 500ml,
MZ-1-017-012-03-02,1,50000002750245,it_support,DSJC02661,Limpador Removedor Sanol Lavanda 500ml,
MZ-1-032-031-04-05,1,50000002557598,it_support,XACN89449,Biscoito Maria Panco 400 Grs,
MZ-1-029-034-02-02,1,50000003193104,packing,OAPX12918,Sabonete Líquido Corpo Mãos Chá Branco Coala Home 500ml,
MZ-1-025-044-01-01,1,50000002969656,stock_audit,RBKF82428,Giovanna Baby Desodorante Blue Roll On - Blue - Kit - 2 - 50 Ml,
MZ-1-013-003-03-02,1,50000003289242,stock_audit,WVIV37208,"Kit Kat Wafer Recheado Chocolate Nestlé Ao Leite 41,5g Un",
MZ-1-017-012-03-02,1,50000003043823,packing,DSJC02661,Limpador Removedor Sanol Lavanda 500ml,
MZ-1-014-040-03-02,1,50000003159478,stock_audit,HSCV96970,Limpa Telas Start 120ml + Pano Microfibra,
MZ-1-012-029-03-01,1,50000003159478,stock_audit,HSCV96970,Limpa Telas Start 120ml + Pano Microfibra,
MZ-1-048-042-01-04,1,50000001961296,stock_audit,WRPV55424,"Red Bull Energético, Energy Drink, 473ml",
MZ-1-048-042-01-04,1,50000002257133,stock_audit,WRPV55424,"Red Bull Energético, Energy Drink, 473ml",
MZ-1-048-042-01-04,1,50000002971827,stock_audit,WRPV55424,"Red Bull Energético, Energy Drink, 473ml",
MZ-1-048-024-02-02,1,50000000323920,stock_audit,THDJ08269,Empório Metas Natural Ervas - Chá Natural - 1 - Unidade - 1 - 1 Kg,
MZ-1-048-024-02-02,1,50000000829404,stock_audit,THDJ08269,Empório Metas Natural Ervas - Chá Natural - 1 - Unidade - 1 - 1 Kg,
MZ-1-048-014-01-06,1,50000000409372,Packing,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000000482318,put_wall,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000000902700,stock_audit,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000000805850,it_support,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
MZ-1-048-014-01-06,1,50000001017535,put_wall,VHCE53298,Cápsula De Café Espresso Atento Tres 3 Corações,
